customer_id,age,gender,tenure_months,subscription_plan,monthly_charges,total_charges,contract_type,payment_method,login_frequency_monthly,features_used,data_consumption_gb,engagement_score,days_since_last_activity,billing_issues_count,plan_changes,support_tickets,avg_resolution_hours,satisfaction_score,nps_score,churned,monthly_value_ratio,charge_per_feature,customer_lifetime_value,value_tier,engagement_velocity,login_intensity,data_per_login,activity_recency_category,features_utilization_rate,data_per_tenure,support_rate_annual,resolution_burden,satisfaction_gap,billing_risk_flag,complaint_ratio,support_satisfaction_ratio,nps_category,plan_tenure_mismatch,usage_plan_mismatch,payment_stability,nps_satisfaction_alignment,contract_value_risk,lifecycle_stage,contract_tenure_ratio,tenure_category,engagement_growth_rate,tenure_stability
C050,35,Male,12,Premium,49.99,959.88,Monthly,PayPal,13,5,30.2,58.0,8,0,0,2,14.6,3.5,6.0,0,79.99,9.998000000000001,959.88,Medium,4.833333333333333,0.43333333333333335,2.323076923076923,Moderate,0.5,2.5166666666666666,2.0,29.2,1.5,0,0.0,1.1666666666666667,Detractor,0,0,1.0,0.5,0,Trial_End,12.0,0-1yr,4.461538461538462,0.02857142857142857
C051,34,Male,24,Premium,79.99,1919.76,Annual,Credit Card,22,8,45.2,78.0,2,0,1,1,4.5,4.2,8.0,0,79.99,9.99875,1919.76,High,3.25,0.7333333333333333,2.0545454545454547,Active,0.8,1.8833333333333335,0.5,4.5,0.7999999999999998,0,0.041666666666666664,2.1,Passive,0,0,1.0,0.20000000000000018,0,Early,2.0,1-2yr,3.12,0.058823529411764705
C052,48,Female,6,Basic,34.49714306409916,179.94,Monthly,Bank Transfer,5,2,28.4,23.0,15,2,0,4,48.2,2.1,3.0,1,29.99,17.24857153204958,0.0,Low,3.8333333333333335,0.16666666666666666,5.68,At_Risk,0.2,4.733333333333333,8.0,192.8,2.9,1,0.3333333333333333,0.42000000000000004,Detractor,0,0,0.3333333333333333,0.6000000000000001,0,New,6.0,0-1yr,3.2857142857142856,0.010416666666666666
C053,28,Male,36,Premium,79.99,899.82,Annual,Credit Card,28,10,62.1,92.0,1,0,2,0,0.0,4.8,9.0,0,24.995,7.999,899.82,Medium,2.5555555555555554,0.9333333333333333,2.217857142857143,Active,1.0,1.725,0.0,0.0,0.20000000000000018,0,0.05555555555555555,4.8,Promoter,0,0,1.0,0.2999999999999998,0,Mature,3.0,2-3yr,2.4864864864864864,0.10714285714285714
C054,52,Female,3,Basic,49.99,89.97,Monthly,Credit Card,3,1,4.2,18.0,22,1,0,3,36.5,2.5,2.0,1,29.99,49.99,0.0,Low,6.0,0.1,1.4000000000000001,At_Risk,0.1,1.4000000000000001,12.0,109.5,2.5,1,0.3333333333333333,0.625,Detractor,0,0,0.5,1.5,0,New,3.0,0-1yr,4.5,0.004807692307692308
C055,38,Female,18,Standard,50.97658484197037,899.82,Monthly,Credit Card,15,5,28.4,58.0,5,0,0,2,12.3,3.8,7.0,0,49.99,10.195316968394074,899.82,Medium,3.2222222222222223,0.5,1.8933333333333333,Active,0.5,1.5777777777777777,1.3333333333333333,24.6,1.2000000000000002,0,0.0,1.2666666666666666,Passive,0,0,1.0,0.2999999999999998,0,Early,18.0,1-2yr,3.0526315789473686,0.039473684210526314
C056,67,Male,48,Premium,79.99,3839.52,Annual,Bank Transfer,20,7,38.9,58.0,3,0,0,1,6.2,4.0,7.0,0,79.99,11.427142857142856,3839.52,Premium,1.2083333333333333,0.6666666666666666,1.9449999999999998,Active,0.7,0.8104166666666667,0.25,6.2,1.0,0,0.0,2.0,Passive,0,0,1.0,0.5,0,Mature,4.0,3yr+,1.183673469387755,0.05970149253731343
C057,23,Female,2,Basic,29.99,59.98,Monthly,Credit Card,2,1,2.1,12.0,28,1,0,5,52.1,1.8,1.0,1,29.99,29.99,0.0,Low,6.0,0.06666666666666667,1.05,At_Risk,0.1,1.05,30.0,260.5,3.2,1,0.5,0.3,Detractor,0,0,0.5,1.3,0,New,2.0,0-1yr,4.0,0.007246376811594203
C058,44,Male,30,Standard,46.54994520336203,1499.7,Annual,Credit Card,18,6,35.2,76.0,4,0,1,1,8.4,4.1,8.0,0,49.99,7.758324200560338,1499.7,Medium,2.533333333333333,0.6,1.9555555555555557,Active,0.6,1.1733333333333333,0.4,8.4,0.9000000000000004,0,0.03333333333333333,2.05,Passive,0,0,1.0,0.09999999999999964,0,Mature,2.5,2-3yr,2.4516129032258065,0.056818181818181816
C059,38,Female,12,Premium,79.99,959.88,Monthly,PayPal,8,3,15.6,35.0,18,3,1,6,42.3,2.3,3.0,1,79.99,26.66333333333333,0.0,Medium,2.9166666666666665,0.26666666666666666,1.95,At_Risk,0.3,1.3,6.0,253.79999999999998,2.7,1,0.3333333333333333,0.32857142857142857,Detractor,0,0,0.25,0.7999999999999998,1,Trial_End,12.0,0-1yr,2.6923076923076925,0.02631578947368421
C060,29,Male,24,Standard,49.99,1199.76,Annual,Credit Card,20,6,32.8,75.0,2,0,0,0,0.0,4.5,9.0,0,49.99,8.331666666666667,1199.76,Medium,3.125,0.6666666666666666,1.64,Active,0.6,1.3666666666666665,0.0,0.0,0.5,0,0.0,4.5,Promoter,0,0,1.0,0.0,0,Early,2.0,1-2yr,3.0,0.06896551724137931
C061,54,Female,4,Premium,33.65176145774935,119.96,Monthly,Bank Transfer,4,2,5.8,27.0,20,2,0,4,38.7,2.2,2.0,1,29.99,16.825880728874676,0.0,Low,6.75,0.13333333333333333,1.45,At_Risk,0.2,1.45,12.0,154.8,2.8,1,0.5,0.44000000000000006,Detractor,0,0,0.3333333333333333,1.2000000000000002,0,New,4.0,0-1yr,5.4,0.006172839506172839
C062,33,Male,42,Premium,79.99,3359.58,Annual,Credit Card,14,9,55.3,88.0,1,0,1,1,5.1,4.6,9.0,0,79.99,8.887777777777778,3359.58,Premium,2.0952380952380953,0.4666666666666667,3.9499999999999997,Active,0.9,1.3166666666666667,0.2857142857142857,5.1,0.40000000000000036,0,0.023809523809523808,2.3,Promoter,0,0,1.0,0.09999999999999964,0,Mature,3.5,3yr+,2.046511627906977,0.10606060606060606
C063,47,Female,8,Standard,49.99,899.82,Monthly,Credit Card,6,3,12.4,32.0,16,1,0,3,28.9,2.9,4.0,1,112.4775,16.663333333333334,0.0,Medium,4.0,0.2,2.066666666666667,At_Risk,0.3,1.55,4.5,86.69999999999999,2.1,1,0.125,0.725,Detractor,0,0,0.5,0.8999999999999999,0,Trial_End,8.0,0-1yr,3.5555555555555554,0.014184397163120567
C064,26,Male,15,Basic,32.070725777960455,449.85,Monthly,PayPal,12,4,18.6,60.0,6,0,0,1,10.2,3.6,6.0,0,29.990000000000002,8.017681444490114,449.85,Low,4.0,0.4,1.55,Active,0.4,1.24,0.8,10.2,1.4,0,0.0,1.8,Detractor,0,0,1.0,0.6000000000000001,0,Early,15.0,1-2yr,3.75,0.04807692307692308
C065,38,Female,60,Premium,79.99,4799.4,Annual,Bank Transfer,19,8,42.1,76.0,2,0,2,2,7.8,4.3,8.0,0,79.99,9.99875,4799.4,Premium,1.2666666666666666,0.6333333333333333,2.2157894736842105,Active,0.8,0.7016666666666667,0.4,15.6,0.7000000000000002,0,0.03333333333333333,1.4333333333333333,Passive,0,0,1.0,0.2999999999999998,0,Veteran,5.0,3yr+,1.2459016393442623,0.13157894736842105
C066,35,Male,5,Standard,49.99,249.95,Monthly,Credit Card,4,2,8.9,28.0,19,2,1,5,45.6,2.4,3.0,1,49.989999999999995,24.995,0.0,Low,5.6,0.13333333333333333,2.225,At_Risk,0.2,1.78,12.0,228.0,2.6,1,0.6,0.39999999999999997,Detractor,0,0,0.3333333333333333,0.8999999999999999,0,New,5.0,0-1yr,4.666666666666667,0.011904761904761904
C067,100,Female,28,Premium,84.68909852161994,2239.72,Annual,Credit Card,24,9,52.4,84.0,1,0,0,0,0.0,4.7,9.0,0,79.99,9.40989983573555,2239.72,High,3.0,0.8,2.183333333333333,Active,0.9,1.8714285714285714,0.0,0.0,0.2999999999999998,0,0.0,4.7,Promoter,0,0,1.0,0.20000000000000018,0,Mature,2.3333333333333335,2-3yr,2.896551724137931,0.023333333333333334
C068,30,Male,3,Basic,29.99,89.97,Monthly,PayPal,14,1,3.5,15.0,25,1,0,4,40.1,3.75,2.0,1,29.99,29.99,0.0,Low,5.0,0.4666666666666667,0.25,At_Risk,0.1,1.1666666666666667,16.0,160.4,1.25,1,0.3333333333333333,0.75,Detractor,0,0,0.5,2.75,0,New,3.0,0-1yr,3.75,0.008333333333333333
C069,58,Female,36,Standard,49.99,1799.64,Annual,Bank Transfer,16,5,29.8,0.0,4,0,1,2,11.5,3.9,7.0,0,49.99,9.998000000000001,1799.64,High,0.0,0.5333333333333333,1.8625,Active,0.5,0.8277777777777778,0.6666666666666666,23.0,1.1,0,0.027777777777777776,1.3,Passive,0,0,1.0,0.3999999999999999,0,Mature,3.0,2-3yr,0.0,0.05172413793103448
C070,25,Male,9,Premium,74.99778765841013,719.91,Monthly,Credit Card,10,4,22.3,45.0,12,2,0,3,32.4,3.0,5.0,1,79.99,18.749446914602533,0.0,Medium,5.0,0.3333333333333333,2.23,Moderate,0.4,2.477777777777778,4.0,97.19999999999999,2.0,1,0.2222222222222222,0.75,Detractor,0,0,0.3333333333333333,0.5,1,Trial_End,9.0,0-1yr,4.5,0.03
C071,49,Female,24,Standard,49.99,1199.76,Annual,Credit Card,17,6,31.5,70.0,3,0,0,1,9.3,4.0,7.0,0,49.99,8.331666666666667,1199.76,Medium,2.9166666666666665,0.5666666666666667,1.8529411764705883,Active,0.6,1.3125,0.5,9.3,1.0,0,0.0,2.0,Passive,0,0,1.0,0.5,0,Early,2.0,1-2yr,2.8,0.04081632653061224
C072,37,Male,2,Basic,29.99,59.98,Monthly,PayPal,2,1,1.8,10.0,30,2,0,6,55.2,1.5,1.0,1,29.99,29.99,0.0,Low,5.0,0.06666666666666667,0.9,At_Risk,0.1,0.9,36.0,331.20000000000005,3.5,1,1.0,0.21428571428571427,Detractor,0,0,0.3333333333333333,1.0,0,New,2.0,0-1yr,3.3333333333333335,0.0045045045045045045
C073,42,Female,48,Premium,81.16481509627717,3839.52,Annual,Bank Transfer,26,10,28.4,89.0,1,0,2,0,0.0,4.9,10.0,0,79.99,8.116481509627716,3839.52,Premium,1.8541666666666667,0.8666666666666667,1.0923076923076922,Active,1.0,0.5916666666666667,0.0,0.0,0.09999999999999964,0,0.041666666666666664,4.9,Promoter,0,0,1.0,0.09999999999999964,0,Mature,4.0,3yr+,1.816326530612245,0.09523809523809523
C074,27,Male,6,Standard,49.99,299.94,Monthly,Credit Card,7,3,14.2,38.0,14,1,0,3,25.6,2.8,4.0,1,49.99,16.663333333333334,0.0,Low,6.333333333333333,0.23333333333333334,2.0285714285714285,Moderate,0.3,2.3666666666666667,6.0,76.80000000000001,2.2,1,0.16666666666666666,0.7,Detractor,0,0,0.5,0.7999999999999998,0,New,6.0,0-1yr,5.428571428571429,0.018518518518518517
C075,38,Female,20,Premium,79.99,1599.8,Annual,Credit Card,21,8,46.3,79.0,2,0,1,1,6.8,4.4,8.0,0,79.99,9.99875,1599.8,High,3.95,0.7,2.2047619047619045,Active,0.8,2.315,0.6000000000000001,6.8,0.5999999999999996,0,0.05,2.2,Passive,0,0,1.0,0.40000000000000036,0,Early,1.6666666666666667,1-2yr,3.761904761904762,0.043859649122807015
C076,30,Female,4,Basic,25.06066305219717,899.82,Monthly,Bank Transfer,4,2,6.1,24.0,21,2,0,4,41.3,2.3,3.0,1,224.955,12.530331526098585,0.0,Medium,6.0,0.13333333333333333,1.525,At_Risk,0.2,1.525,12.0,165.2,2.7,1,0.5,0.45999999999999996,Detractor,0,0,0.3333333333333333,0.7999999999999998,0,New,4.0,0-1yr,4.8,0.011111111111111112
C077,46,Female,32,Standard,49.99,899.82,Annual,PayPal,18,6,33.9,58.0,3,0,0,1,7.5,4.2,8.0,0,28.119375,8.331666666666667,899.82,Medium,1.8125,0.6,1.8833333333333333,Active,0.6,1.059375,0.375,7.5,0.7999999999999998,0,0.0,2.1,Passive,0,0,1.0,0.20000000000000018,0,Mature,2.6666666666666665,2-3yr,1.7575757575757576,0.057971014492753624
C078,24,Male,7,Premium,79.99,559.93,Monthly,Credit Card,9,4,19.8,42.0,13,1,0,2,22.1,3.2,5.0,1,79.99,19.9975,0.0,Medium,6.0,0.3,2.2,Moderate,0.4,2.8285714285714287,3.4285714285714284,44.2,1.7999999999999998,1,0.14285714285714285,1.0666666666666667,Detractor,0,1,0.5,0.7000000000000002,1,Trial_End,7.0,0-1yr,5.25,0.024305555555555556
C079,57,Female,54,Premium,80.23774660258388,899.82,Annual,Bank Transfer,22,9,28.4,77.0,2,0,1,1,5.9,4.5,9.0,0,16.663333333333334,8.915305178064877,899.82,Medium,1.4259259259259258,0.7333333333333333,1.2909090909090908,Active,0.9,0.5259259259259259,0.2222222222222222,5.9,0.5,0,0.018518518518518517,2.25,Promoter,0,0,1.0,0.0,0,Veteran,4.5,3yr+,1.4,0.07894736842105263
C080,36,Female,3,Standard,49.99,149.97,Monthly,Credit Card,3,2,7.2,20.0,23,2,0,5,48.9,2.1,2.0,1,49.99,24.995,0.0,Low,6.666666666666667,0.1,2.4,At_Risk,0.2,2.4,20.0,244.5,2.9,1,0.6666666666666666,0.35000000000000003,Detractor,0,0,0.3333333333333333,1.1,0,New,3.0,0-1yr,5.0,0.006944444444444444
C081,43,Female,26,Premium,79.99,2079.74,Annual,Credit Card,23,8,51.2,58.0,1,0,0,0,0.0,4.6,9.0,0,79.99,9.99875,2079.74,High,2.230769230769231,0.7666666666666667,2.226086956521739,Active,0.8,1.9692307692307693,0.0,0.0,0.40000000000000036,0,0.0,4.6,Promoter,0,0,1.0,0.09999999999999964,0,Mature,2.1666666666666665,2-3yr,2.1481481481481484,0.050387596899224806
C082,32,Male,5,Premium,25.456656632136152,149.95,Monthly,PayPal,5,2,9.4,34.0,17,1,0,3,30.2,2.7,4.0,1,29.99,12.728328316068076,0.0,Low,6.8,0.16666666666666666,1.8800000000000001,At_Risk,0.2,1.8800000000000001,7.199999999999999,90.6,2.3,1,0.2,0.675,Detractor,0,0,0.5,0.7000000000000002,0,New,5.0,0-1yr,5.666666666666667,0.013020833333333334
C083,18,Female,40,Standard,49.99,1999.6,Annual,Bank Transfer,17,6,34.6,74.0,3,0,1,1,8.1,4.1,8.0,0,49.989999999999995,8.331666666666667,1999.6,High,1.85,0.5666666666666667,2.0352941176470587,Active,0.6,0.865,0.30000000000000004,8.1,0.9000000000000004,0,0.025,2.05,Passive,0,0,1.0,0.09999999999999964,0,Mature,3.3333333333333335,3yr+,1.8048780487804879,0.18518518518518517
C084,22,Male,2,Basic,29.99,59.98,Monthly,Credit Card,2,1,2.5,14.0,26,2,0,5,50.3,1.9,2.0,1,29.99,29.99,0.0,Low,7.0,0.06666666666666667,1.25,At_Risk,0.1,1.25,30.0,251.5,3.1,1,1.0,0.31666666666666665,Detractor,0,0,0.3333333333333333,0.8999999999999999,0,New,2.0,0-1yr,4.666666666666667,0.007575757575757576
C085,48,Female,22,Premium,78.81461991267162,1759.78,Annual,Credit Card,21,7,28.4,74.0,2,0,0,1,7.2,4.3,8.0,0,79.99,11.259231416095945,1759.78,High,3.3636363636363638,0.7,1.3523809523809522,Active,0.7,1.2909090909090908,0.5454545454545454,7.2,0.7000000000000002,0,0.0,2.15,Passive,0,0,1.0,0.2999999999999998,0,Early,1.8333333333333333,1-2yr,3.217391304347826,0.03819444444444445
C086,38,Male,8,Standard,49.99,399.92,Monthly,PayPal,14,3,16.3,40.0,15,1,0,3,26.8,3.0,5.0,1,49.99,16.663333333333334,0.0,Low,5.0,0.4666666666666667,1.1642857142857144,At_Risk,0.3,2.0375,4.5,80.4,2.0,1,0.125,0.75,Detractor,0,0,0.5,0.5,0,Trial_End,8.0,0-1yr,4.444444444444445,0.017543859649122806
C087,56,Female,44,Premium,79.99,3519.56,Annual,Credit Card,14,9,54.2,86.0,1,0,2,0,0.0,4.7,9.0,0,79.99,8.887777777777778,3519.56,Premium,1.9545454545454546,0.4666666666666667,3.8714285714285714,Active,0.9,1.231818181818182,0.0,0.0,0.2999999999999998,0,0.045454545454545456,4.7,Promoter,0,0,1.0,0.20000000000000018,0,Mature,3.6666666666666665,3yr+,1.9111111111111112,0.06547619047619048
C088,38,Male,4,Premium,25.454504127199975,899.82,Monthly,Credit Card,4,1,5.2,24.0,22,2,0,4,43.5,2.2,3.0,1,224.955,25.454504127199975,0.0,Medium,6.0,0.13333333333333333,1.3,At_Risk,0.1,1.3,12.0,174.0,2.8,1,0.5,0.44000000000000006,Detractor,0,0,0.3333333333333333,0.7000000000000002,0,New,4.0,0-1yr,4.8,0.008771929824561403
C089,38,Female,30,Standard,49.99,1499.7,Annual,Credit Card,19,6,36.1,75.0,3,0,1,1,9.8,4.2,8.0,0,49.99,8.331666666666667,1499.7,Medium,2.5,0.6333333333333333,1.9000000000000001,Active,0.6,1.2033333333333334,0.4,9.8,0.7999999999999998,0,0.03333333333333333,2.1,Passive,0,0,1.0,0.20000000000000018,0,Mature,2.5,2-3yr,2.4193548387096775,0.06578947368421052
C090,26,Male,6,Premium,79.99,479.94,Monthly,PayPal,7,3,28.4,100.0,16,2,0,4,35.7,2.6,4.0,1,79.99,26.66333333333333,0.0,Low,16.666666666666668,0.23333333333333334,4.057142857142857,At_Risk,0.3,4.733333333333333,8.0,142.8,2.4,1,0.3333333333333333,0.52,Detractor,0,0,0.3333333333333333,0.6000000000000001,1,New,6.0,0-1yr,14.285714285714286,0.019230769230769232
C091,62,Female,52,Premium,76.6952412368729,4159.48,Annual,Bank Transfer,20,8,43.6,79.0,2,0,1,1,6.5,4.4,8.0,0,79.99,9.586905154609113,4159.48,Premium,1.5192307692307692,0.6666666666666666,2.18,Active,0.8,0.8384615384615385,0.23076923076923078,6.5,0.5999999999999996,0,0.019230769230769232,2.2,Passive,0,0,1.0,0.40000000000000036,0,Veteran,4.333333333333333,3yr+,1.490566037735849,0.06989247311827956
C092,38,Male,3,Standard,49.99,149.97,Monthly,Credit Card,3,2,6.8,19.0,24,1,0,4,44.2,3.75,3.0,1,49.99,24.995,0.0,Low,6.333333333333333,0.1,2.2666666666666666,At_Risk,0.2,2.2666666666666666,16.0,176.8,1.25,1,0.3333333333333333,0.75,Detractor,0,0,0.5,2.25,0,New,3.0,0-1yr,4.75,0.006578947368421052
C093,45,Female,34,Premium,79.99,2719.66,Annual,Credit Card,25,9,56.8,89.0,1,0,0,0,0.0,4.8,9.0,0,79.99,8.887777777777778,2719.66,High,2.6176470588235294,0.8333333333333334,2.272,Active,0.9,1.6705882352941175,0.0,0.0,0.20000000000000018,0,0.0,4.8,Promoter,0,0,1.0,0.2999999999999998,0,Mature,2.8333333333333335,2-3yr,2.5428571428571427,0.06296296296296296
C094,31,Male,5,Basic,34.47885537253333,149.95,Monthly,Bank Transfer,5,2,8.1,23.0,18,2,0,3,33.6,2.5,3.0,1,29.99,17.239427686266666,0.0,Low,4.6,0.16666666666666666,1.6199999999999999,At_Risk,0.2,1.6199999999999999,7.199999999999999,100.80000000000001,2.5,1,0.4,0.625,Detractor,0,0,0.3333333333333333,1.0,0,New,5.0,0-1yr,3.8333333333333335,0.013440860215053764
C095,54,Female,38,Standard,49.99,1899.62,Annual,PayPal,18,6,35.4,58.0,3,0,1,2,10.4,4.0,7.0,0,49.989999999999995,8.331666666666667,1899.62,High,1.5263157894736843,0.6,1.9666666666666666,Active,0.6,0.9315789473684211,0.631578947368421,20.8,1.0,0,0.02631578947368421,1.3333333333333333,Passive,0,0,1.0,0.5,0,Mature,3.1666666666666665,3yr+,1.4871794871794872,0.05864197530864197
C096,38,Female,10,Premium,79.99,799.9,Monthly,Credit Card,11,5,24.6,52.0,10,1,0,2,18.9,3.4,6.0,0,79.99,15.998,799.9,Medium,5.2,0.36666666666666664,2.2363636363636363,Moderate,0.5,2.46,2.4000000000000004,37.8,1.6,1,0.1,1.1333333333333333,Detractor,0,0,0.5,0.3999999999999999,1,Trial_End,10.0,0-1yr,4.7272727272727275,0.021929824561403508
C097,50,Female,28,Premium,78.84416502539915,2239.72,Annual,Bank Transfer,22,8,48.2,76.0,2,0,0,1,7.0,4.4,8.0,0,79.99,9.855520628174894,2239.72,High,2.7142857142857144,0.7333333333333333,2.190909090909091,Active,0.8,1.7214285714285715,0.42857142857142855,7.0,0.5999999999999996,0,0.0,2.2,Passive,0,0,1.0,0.40000000000000036,0,Mature,2.3333333333333335,2-3yr,2.6206896551724137,0.04666666666666667
C098,25,Male,4,Basic,29.99,899.82,Monthly,Credit Card,3,1,4.5,18.0,21,2,0,5,47.8,2.0,2.0,1,224.955,29.99,0.0,Medium,4.5,0.1,1.5,At_Risk,0.1,1.125,15.0,239.0,3.0,1,0.5,0.3333333333333333,Detractor,0,0,0.3333333333333333,1.0,0,New,4.0,0-1yr,3.6,0.013333333333333334
C099,41,Female,16,Standard,49.99,799.84,Annual,Credit Card,14,5,28.4,62.0,5,0,0,1,11.2,3.75,7.0,0,49.99,9.998000000000001,799.84,Medium,3.875,0.4666666666666667,2.0285714285714285,Active,0.5,1.775,0.75,11.2,1.25,0,0.0,1.875,Passive,0,0,1.0,0.25,0,Early,1.3333333333333333,1-2yr,3.6470588235294117,0.032520325203252036
C100,33,Male,12,Premium,77.29893825622149,959.88,Monthly,PayPal,13,5,30.2,57.0,8,0,0,2,14.6,3.5,6.0,0,79.99,15.459787651244298,959.88,Medium,4.75,0.43333333333333335,2.323076923076923,Moderate,0.5,2.5166666666666666,2.0,29.2,1.5,0,0.0,1.1666666666666667,Detractor,0,0,1.0,0.5,1,Trial_End,12.0,0-1yr,4.384615384615385,0.030303030303030304
